id,created_at,updated_at,state,description,consultant_id,nonprofit_id,scheduled_for,time_slots,organization_id,conference_line_id,project_category_id,partner_organization_id,archived
484,27:51.9,28:21.5,pending,"We serve a rare disease community that faces critical encounters in emergency care due to lack of clinical and patient knowledge, inadequate accessible resources and more. We are seeking to develop an app that allows the patient to access critical, life saving information, store crucial diagnostic files and allows for step by step protocol in emergent situations.",,159740,,"{""2018-06-13 17:00:00"",""2018-06-13 18:00:00"",""2018-06-13 19:00:00"",""2018-06-14 17:00:00"",""2018-06-14 19:00:00"",""2018-06-14 20:00:00"",""2018-06-15 17:00:00"",""2018-06-15 18:00:00"",""2018-06-15 19:00:00"",""2018-06-15 20:00:00""}",6403,,21,,f
417,57:18.9,30:59.0,expired,"Conversations For Change is applying for 501(c) exemption with Pro Bono support of Skaden Associates. We are seeking Pro Bono services to complete Federal tax returns.  We have completed Tax Returns Form 901 EZ for the years in question and would appreciate a session with an accountant knowledgeable about taxes, to review the forms before we submit to the IRS.

Dr Kechi Ogbuagu, President/Founder",,157755,,"{""2018-05-14 16:30:00"",""2018-05-14 17:00:00"",""2018-05-14 17:30:00"",""2018-05-14 18:00:00"",""2018-05-15 13:30:00"",""2018-05-15 14:00:00"",""2018-05-15 14:30:00"",""2018-05-16 13:30:00"",""2018-05-16 14:00:00"",""2018-05-16 14:30:00""}",6166,,1,,f
51,40:51.8,00:01.7,completed,"I would like to learn how to effectively use technology  to connect with the target population (youth), stakeholders, and other organizations out there",11411,11641,3/23/16 16:00,"{""2016-03-21 16:00:00"",""2016-03-22 16:00:00"",""2016-03-23 16:00:00""}",1682,1,10,,f
45,51:34.7,36:00.3,cancelled,volunteers are attracted to us because we feed the homeless and poor but our real strength is turning tax burdens into taxpayers,,10156,,"{""2016-02-15 18:00:00"",""2016-02-16 18:00:00"",""2016-02-17 18:00:00""}",1522,,11,,f
40,00:28.6,00:02.0,completed,"NAUDL does e-newsletter snippets, printed newsletters, other materials as well as our website and social media to communicate its message. We want to make sure our message is clear and that others know our impact. Merryl seems like she would be a good fit.",9274,9607,2/2/16 18:00,"{""2016-02-02 18:00:00"",""2016-02-02 19:00:00"",""2016-02-02 20:00:00"",""2016-02-03 19:00:00"",""2016-02-03 20:00:00""}",2460,1,15,,f
44,28:18.1,00:02.0,completed,"We are launching a new peer-to-peer fundraising campaign in March called ""Dare My Hair"" and I would love a fresh set of eyes to review the copy I'm writing for the blogs, social media, and appeal letters that will launch it! Here's the idea behind it...I want to strike the balance between playful and fun and serious (in terms of the impact) in all our messaging.

Would you dare to wear a colorful wig for a day or dye your hair if you raised enough money to send a girl to school? During Women’s History Month in March, join She’s the First supporters across the country in fundraising.

On April 1st—April Fools’ Day—we’re going to debut our hair and take Instagram by storm with the best selfies ever. No joke.

In the process, we aim to hit our goal to fund 25 scholarships, giving girls in low-income countries the chance they otherwise wouldn't have to graduate high school.
",9321,10015,2/24/16 17:00,"{""2016-02-22 15:00:00"",""2016-02-22 16:00:00"",""2016-02-24 15:00:00"",""2016-02-24 16:00:00"",""2016-02-24 17:00:00""}",1510,1,15,,f
50,31:03.7,16:20.8,cancelled,"We are operating in the United States and West Africa and recently obtain microsoft free cloud services. I need to know the most efficient way to used cloud services for an agency operating in 2 places, especially in one area where internet access is minimal. We are also looking into getting hardware and most effective softwares for our nonprofit and any good input will be truly appreciated.",,9367,,"{""2016-03-21 14:00:00"",""2016-03-21 15:00:00"",""2016-03-22 14:00:00"",""2016-03-22 15:00:00"",""2016-03-22 16:00:00""}",1370,,17,,f
63,19:07.3,00:02.1,completed,"Our 2018 Strategic Plan calls for significant growth for Generation Hope, with the ultimate goal of serving 100 teen parents in college by 2018.  A component of the strategic plan is to undergo an assessment of the organization's overall technology and systems to determine what investments in software and equipment might be needed in order to reach our ambitious goals.  We would like an assessment examining our current technological systems (donor management, data housing and evaluation, etc., electronic file storage, etc.) and identify any areas where we may need to move from spreadsheets to actual systems.  Also, we'd like feedback on our equipment.",11421,11811,4/12/16 15:00,"{""2016-03-29 16:00:00"",""2016-04-05 16:00:00"",""2016-04-12 14:00:00"",""2016-04-12 15:00:00""}",2459,1,17,,f
77,23:38.1,23:04.2,cancelled,"Our challenge is to have another pair of technical eyes look at our website and assess a user's experience. We need to help learn if our website is usable and useful to our audience. And getting recommendations for updating the website would be appreciated.

We also have a Facebook page and would like an assessment of how to use it with respect to our website.",11415,8308,4/20/16 16:00,"{""2016-04-07 16:00:00"",""2016-04-12 16:00:00"",""2016-04-13 16:00:00"",""2016-04-18 14:00:00"",""2016-04-18 15:00:00"",""2016-04-18 16:00:00"",""2016-04-19 15:00:00"",""2016-04-19 16:00:00"",""2016-04-20 15:00:00"",""2016-04-20 16:00:00""}",1199,1,20,,f
451,53:42.7,22:39.7,expired,"We are seeking services to help develop a brand awareness campaign. We just recently moved to Atlanta, GA, and are looking for creative ways to announce our brand. Topics for this call include: Brand Messaging? Brand Positioning? Strategy for building member list / engaging Audience Members? Strategy for Online Presence?",,159104,,"{""2018-05-28 21:00:00"",""2018-05-29 20:00:00"",""2018-05-30 20:00:00""}",6319,3,10,,f
454,39:40.5,02:35.0,expired,"Development of a how-to-guide for individuals/organizations that would like to use The Joy Bus Diner social enterprise model to create their own start-up versions nationally using our process. Containing info on the basics of starting a nonprofit, creating a business plan, locating real estate for enterprise, etc. This starter-kit would be available for digital distribution and web-based.",,159231,,"{""2018-05-29 19:00:00"",""2018-05-29 21:00:00"",""2018-05-30 19:00:00"",""2018-05-30 21:00:00"",""2018-05-31 19:00:00"",""2018-05-31 21:00:00""}",6337,,2,,f
93,48:38.0,00:02.1,expired,"We are currently at the beginning stage of assessing and redesigning our website for maximum impact with donors, supporters, and the public. Website review + recommendations would be extremely helpful as we undertake this work. We think there is strong content, logo, colors, etc., but it is not featured/organized in an effective way. (See http://keysforthehomeless.org/) We would greatly appreciate your advice and recommendations. Thank you very much.",,10014,,"{""2016-04-26 16:00:00"",""2016-04-27 16:00:00"",""2016-04-28 16:00:00""}",639,,20,,f
713,18:50.7,19:35.7,pending,Board recruiting,,167514,,"{""2018-11-09 20:00:00""}",7071,,8,,f
75,15:07.7,00:02.0,expired,"We are about to undertake designing & building a new website. We have a very outdated website here: http://www.penfaulkner.org. We also have a separate website that provides technology support for our educational program, which is located here: https://wins.penfaulkner.org. 

I would like guidance on how to establish an effective scope & priorities for this project, which will be useful in meeting with web development firms in the near future. Our office has many observations about what we want a new website to do, but I want to do a good job of taking general concepts or a wishlist and making it clear, concise, and actionable in technology terms so that we start from a point of focus.",,3049,,"{""2016-04-12 14:00:00"",""2016-04-12 15:00:00"",""2016-04-12 16:00:00"",""2016-04-13 14:00:00"",""2016-04-13 15:00:00"",""2016-04-13 16:00:00""}",508,,10,,f
69,03:43.3,00:01.6,expired,"We are doing a citywide project which includes being able to collect data for five (5) years to see if I project really worked in the long term.  We want to also inform the participants and the general public about our upcoming events.  We want to continually update our social media.  I guess we want to use technology solutions on all media platforms to inform, perform crowd and funding and market upcoming events. We are still working on our project but you can veiw our website www.pizzazzdc.org",,9389,,"{""2016-04-19 14:00:00"",""2016-04-20 16:00:00"",""2016-04-21 15:00:00"",""2016-04-26 15:00:00"",""2016-04-27 15:00:00"",""2016-04-28 15:00:00""}",440,,10,,f
435,26:03.6,17:02.9,expired,Our nonprofit is look at creating a marketplace for other nonprofits to sell their merchandise.  We think we are going to go with shopify's multivendor marketplace and would like some guidance on how to streamline the process.,,158462,,"{""2018-05-09 18:00:00"",""2018-05-09 19:00:00"",""2018-05-11 14:00:00"",""2018-05-11 15:00:00"",""2018-05-11 19:00:00"",""2018-05-16 14:00:00"",""2018-05-16 19:00:00"",""2018-05-18 14:00:00""}",6243,,17,,f
512,08:29.2,53:43.0,expired,"My role as the new volunteer administrator is to start a fund raising campaign for IDIEM but this NPO is not in ‘good standing’ in California, a status that is required by contributors.   I want help in bring IDIEM into compliance with California and the FTB at the minimum expense or penalties.",,160074,,"{""2018-07-16 17:00:00"",""2018-07-16 21:00:00"",""2018-07-17 17:00:00"",""2018-07-17 21:00:00"",""2018-07-18 17:00:00"",""2018-07-18 21:00:00""}",6473,,1,,f
502,36:36.8,36:36.8,draft,"We would like assistance with improving our website. Our website isn't very functional as-is, and the ""donate"" button doesn't work- the board and staff are not very tech savvy and is looking for outside support. If time, I would also like to discuss grant writing and fundraising strategy, as we have significant needs to improve our facility and the interim housing units to provide our program.",,159965,,"{""2018-06-20 19:00:00"",""2018-06-20 20:00:00"",""2018-06-21 16:00:00"",""2018-06-21 21:00:00"",""2018-06-22 16:00:00""}",6437,,19,,f
55,38:51.6,00:02.3,completed,"The Literacy Council's hardware and software need to be assessed. We just completed a new strategic planning process and are ramping up to start implementing our new strategic direction in FY17. We need the proper systems and equipment in place in order to support our programs and growth. We do not have the internal expertise to know a) what is out there on the market, and b) which exact systems and equipment would fit a nonprofit of our size, with our goals and our budget. There are funding opportunities available for technology upgrades but before requesting funds, we need to make sure we know exactly where we are, where we need to be and what the resulting gap is.",11553,11661,3/24/16 16:00,"{""2016-03-24 13:00:00"",""2016-03-24 14:00:00"",""2016-03-24 15:00:00"",""2016-03-24 16:00:00"",""2016-04-05 15:00:00""}",2462,1,17,,f
64,28:13.2,00:01.6,expired,Interested in discussing technology infrastructure audit with a consultant.,,11828,,"{""2016-03-23 13:00:00"",""2016-03-24 13:00:00"",""2016-03-24 14:00:00"",""2016-03-24 15:00:00"",""2016-03-24 16:00:00"",""2016-03-29 13:00:00"",""2016-03-29 14:00:00"",""2016-03-29 15:00:00"",""2016-03-29 16:00:00""}",2025,,17,,f
485,33:40.7,35:50.2,expired,"Our organization has been suffering a growing cash flow problem. For the past few years, revenue has been dropping and debts have been rising despite our varied efforts to combat it (budget cutting, streamlining, marketing, etc.) We need advice from a financial professional on how we might turn this around: we need new ideas/a new strategy to achieve financial health.",,159760,,"{""2018-06-19 16:00:00"",""2018-06-19 17:00:00"",""2018-06-20 16:00:00"",""2018-06-20 17:00:00"",""2018-06-21 17:00:00"",""2018-06-26 16:00:00"",""2018-06-26 17:00:00"",""2018-06-27 16:00:00"",""2018-06-27 17:00:00"",""2018-06-28 16:00:00""}",6407,,1,,f
